x	y	avg.rank	avg.ort	ecorr
GU.124_<<_GU.871	GU.124	GU.871	0.79126213592233	0	0.363241578628389
GU.124_<<_GU.412	GU.124	GU.412	0.79368932038835	0	0.363241578628389
GU.760_<<_GU.921	GU.760	GU.921	0.798013245033113	-1	-0.385495539721941
GU.2750_<<_GU.358	GU.2750	GU.358	0.798543689320388	0	0.363241578628389
GU.3349_<<_GU.2750	GU.3349	GU.2750	0.80794701986755	1	-0.385495539721941
GU.1771_<<_GU.671	GU.1771	GU.671	0.808252427184466	0	-0.253320198552449
GU.400_<<_GU.358	GU.400	GU.358	0.813106796116505	0	0.297559517855952
GU.178_<<_GU.905	GU.178	GU.905	0.814569536423841	1	0.385077023107703
GU.2750_<<_GU.6266	GU.2750	GU.6266	0.821192052980132	-1	0.368914380728573
GU.905_<<_GU.916	GU.905	GU.916	0.822815533980582	0	0.297559517855952
GU.1771_<<_GU.85	GU.1771	GU.85	0.827669902912621	0	0.297559517855952
GU.1771_<<_GU.267	GU.1771	GU.267	0.830097087378641	0	0.297559517855952
GU.1771_<<_GU.1795	GU.1771	GU.1795	0.83252427184466	0	0.297559517855952
GU.1771_<<_GU.928	GU.1771	GU.928	0.83495145631068	0	0.297559517855952
GU.2508_<<_GU.973	GU.2508	GU.973	0.837378640776699	0	-0.230283093235919
GU.2508_<<_GU.671	GU.2508	GU.671	0.839805825242719	0	-0.230283093235919
GU.178_<<_GU.699	GU.178	GU.699	0.842233009708738	0	-0.25
GU.178_<<_GU.2616	GU.178	GU.2616	0.844660194174757	0	-0.25
GU.178_<<_GU.805	GU.178	GU.805	0.847087378640777	0	-0.25
GU.185_<<_GU.860	GU.185	GU.860	0.850993377483444	1	-0.359024561106316
GU.2735_<<_GU.921	GU.2735	GU.921	0.854304635761589	-1	-0.350438322025231
GU.92_<<_GU.1671	GU.92	GU.1671	0.854368932038835	0	-0.202288694969669
GU.92_<<_GU.1924	GU.92	GU.1924	0.856796116504854	0	-0.202288694969669
GU.860_<<_GU.921	GU.860	GU.921	0.860927152317881	1	-0.31578947368421
GU.905_<<_GU.1671	GU.905	GU.1671	0.861650485436893	0	-0.202288694969669
GU.905_<<_GU.1924	GU.905	GU.1924	0.864077669902913	0	-0.202288694969669
GU.1771_<<_GU.1924	GU.1771	GU.1924	0.866504854368932	0	-0.202288694969669
GU.124_<<_GU.95	GU.124	GU.95	0.868932038834952	0	-0.165710452999832
GU.124_<<_GU.328	GU.124	GU.328	0.871359223300971	0	-0.165710452999832
GU.124_<<_GU.249	GU.124	GU.249	0.87378640776699	0	-0.165710452999832
GU.400_<<_GU.699	GU.400	GU.699	0.87621359223301	0	-0.140028008402801
GU.400_<<_GU.2616	GU.400	GU.2616	0.878640776699029	0	-0.140028008402801
GU.400_<<_GU.805	GU.400	GU.805	0.881067961165048	0	-0.140028008402801
GU.1771_<<_GU.166	GU.1771	GU.166	0.883495145631068	0	-0.140028008402801
GU.1771_<<_GU.93	GU.1771	GU.93	0.885922330097087	0	-0.140028008402801
GU.124_<<_GU.3831	GU.124	GU.3831	0.887417218543046	1	-0.280975743474508
GU.1771_<<_GU.1722	GU.1771	GU.1722	0.888349514563107	0	-0.140028008402801
GU.2750_<<_GU.3831	GU.2750	GU.3831	0.890728476821192	-1	-0.280975743474508
GU.1771_<<_GU.871	GU.1771	GU.871	0.890776699029126	0	-0.140028008402801
GU.1771_<<_GU.412	GU.1771	GU.412	0.893203883495146	0	-0.140028008402801
GU.92_<<_GU.973	GU.92	GU.973	0.894039735099338	1	0.274430215098487
GU.1771_<<_GU.757	GU.1771	GU.757	0.895631067961165	0	-0.140028008402801
GU.3831_<<_GU.871	GU.3831	GU.871	0.898058252427185	0	-0.102062072615966
GU.3831_<<_GU.412	GU.3831	GU.412	0.900485436893204	0	-0.102062072615966
GU.166_<<_GU.409	GU.166	GU.409	0.902912621359223	0	-0.0416666666666667
GU.3349_<<_GU.973	GU.3349	GU.973	0.903973509933775	1	-0.253320198552449
GU.166_<<_GU.85	GU.166	GU.85	0.905339805825243	0	-0.0416666666666667
GU.166_<<_GU.267	GU.166	GU.267	0.907766990291262	0	-0.0416666666666667
GU.166_<<_GU.1795	GU.166	GU.1795	0.910194174757281	0	-0.0416666666666667
GU.166_<<_GU.928	GU.166	GU.928	0.912621359223301	0	-0.0416666666666667
GU.315_<<_GU.409	GU.315	GU.409	0.91504854368932	0	-0.0416666666666667
GU.1020_<<_GU.6433	GU.1020	GU.6433	0.917218543046358	1	-0.212459146399699
GU.315_<<_GU.85	GU.315	GU.85	0.91747572815534	0	-0.0416666666666667
GU.315_<<_GU.267	GU.315	GU.267	0.919902912621359	0	-0.0416666666666667
GU.2750_<<_GU.973	GU.2750	GU.973	0.920529801324503	1	-0.207514339159822
GU.315_<<_GU.1795	GU.315	GU.1795	0.922330097087379	0	-0.0416666666666667
GU.400_<<_GU.1924	GU.400	GU.1924	0.923841059602649	-1	-0.202288694969669
GU.315_<<_GU.928	GU.315	GU.928	0.924757281553398	0	-0.0416666666666667
GU.409_<<_GU.931	GU.409	GU.931	0.927184466019418	0	-0.0416666666666667
GU.409_<<_GU.93	GU.409	GU.93	0.929611650485437	0	-0.0416666666666667
GU.400_<<_GU.6433	GU.400	GU.6433	0.93046357615894	1	-0.140028008402801
GU.409_<<_GU.1722	GU.409	GU.1722	0.932038834951456	0	-0.0416666666666667
GU.400_<<_GU.3831	GU.400	GU.3831	0.933774834437086	1	-0.128623938856882
GU.409_<<_GU.871	GU.409	GU.871	0.934466019417476	0	-0.0416666666666667
GU.409_<<_GU.412	GU.409	GU.412	0.936893203883495	0	-0.0416666666666667
GU.905_<<_GU.3831	GU.905	GU.3831	0.937086092715232	1	-0.128623938856882
GU.409_<<_GU.757	GU.409	GU.757	0.939320388349515	0	-0.0416666666666667
GU.2735_<<_GU.6433	GU.2735	GU.6433	0.940397350993377	-1	-0.127293769304329
GU.931_<<_GU.85	GU.931	GU.85	0.941747572815534	0	-0.0416666666666667
GU.2735_<<_GU.916	GU.2735	GU.916	0.943708609271523	-1	-0.127293769304329
GU.931_<<_GU.267	GU.931	GU.267	0.944174757281553	0	-0.0416666666666667
GU.931_<<_GU.1795	GU.931	GU.1795	0.946601941747573	0	-0.0416666666666667
GU.95_<<_GU.6433	GU.95	GU.6433	0.947019867549669	-1	-0.0601929265428846
GU.931_<<_GU.928	GU.931	GU.928	0.949029126213592	0	-0.0416666666666667
GU.95_<<_GU.916	GU.95	GU.916	0.950331125827815	-1	-0.0601929265428846
GU.85_<<_GU.93	GU.85	GU.93	0.951456310679612	0	-0.0416666666666667
GU.249_<<_GU.315	GU.249	GU.315	0.95364238410596	-1	-0.0601929265428846
GU.85_<<_GU.1722	GU.85	GU.1722	0.953883495145631	0	-0.0416666666666667
GU.85_<<_GU.871	GU.85	GU.871	0.95631067961165	0	-0.0416666666666667
GU.249_<<_GU.931	GU.249	GU.931	0.956953642384106	-1	-0.0601929265428846
GU.85_<<_GU.412	GU.85	GU.412	0.95873786407767	0	-0.0416666666666667
GU.249_<<_GU.699	GU.249	GU.699	0.960264900662252	-1	-0.0601929265428846
GU.85_<<_GU.757	GU.85	GU.757	0.961165048543689	0	-0.0416666666666667
GU.249_<<_GU.2616	GU.249	GU.2616	0.963576158940397	-1	-0.0601929265428846
GU.93_<<_GU.267	GU.93	GU.267	0.963592233009709	0	-0.0416666666666667
GU.93_<<_GU.1795	GU.93	GU.1795	0.966019417475728	0	-0.0416666666666667
GU.249_<<_GU.805	GU.249	GU.805	0.966887417218543	-1	-0.0601929265428846
GU.93_<<_GU.928	GU.93	GU.928	0.968446601941748	0	-0.0416666666666667
GU.249_<<_GU.871	GU.249	GU.871	0.970198675496689	-1	-0.0601929265428846
GU.267_<<_GU.1722	GU.267	GU.1722	0.970873786407767	0	-0.0416666666666667
GU.267_<<_GU.871	GU.267	GU.871	0.973300970873786	0	-0.0416666666666667
GU.249_<<_GU.412	GU.249	GU.412	0.973509933774834	-1	-0.0601929265428846
GU.267_<<_GU.412	GU.267	GU.412	0.975728155339806	0	-0.0416666666666667
GU.860_<<_GU.3831	GU.860	GU.3831	0.97682119205298	-1	-0.0468292905790847
GU.267_<<_GU.757	GU.267	GU.757	0.978155339805825	0	-0.0416666666666667
GU.166_<<_GU.699	GU.166	GU.699	0.980132450331126	1	-0.0416666666666667
GU.1722_<<_GU.1795	GU.1722	GU.1795	0.980582524271845	0	-0.0416666666666667
GU.1722_<<_GU.928	GU.1722	GU.928	0.983009708737864	0	-0.0416666666666667
GU.93_<<_GU.699	GU.93	GU.699	0.983443708609272	1	-0.0416666666666667
GU.1795_<<_GU.871	GU.1795	GU.871	0.985436893203884	0	-0.0416666666666667
GU.699_<<_GU.1722	GU.699	GU.1722	0.986754966887417	-1	-0.0416666666666667
GU.1795_<<_GU.412	GU.1795	GU.412	0.987864077669903	0	-0.0416666666666667
GU.699_<<_GU.757	GU.699	GU.757	0.990066225165563	-1	-0.0416666666666667
GU.1795_<<_GU.757	GU.1795	GU.757	0.990291262135922	0	-0.0416666666666667
GU.871_<<_GU.928	GU.871	GU.928	0.992718446601942	0	-0.0416666666666667
GU.1771_<<_GU.860	GU.1771	GU.860	0.993377483443709	-1	0.0160623141550809
GU.412_<<_GU.928	GU.412	GU.928	0.995145631067961	0	-0.0416666666666667
GU.905_<<_GU.973	GU.905	GU.973	0.996688741721854	-1	0.0105550082730187
GU.928_<<_GU.757	GU.928	GU.757	0.997572815533981	0	-0.0416666666666667
